col1,node,x,y,m1,m2
1525,UE1,-980.482,311.679,10,5
1526,UE1,-1027.12,653.935,10,5
1527,UE1,-1469.43,472.453,10,5
1528,UE1,-1082.77,405.549,10,5
1529,UE1,-1134.97,619.001,10,5
1530,UE1,-1622.1,506.09,10,5
1531,UE1,-1340.95,469.6,10,5
1532,UE1,-1474.45,731.771,10,5
1533,UE1,-1046.91,767.802,10,5
1534,UE1,-1586.82,737.877,10,5
1535,UE1,-1259.42,476.344,10,5
1536,UE1,-1011.34,312.968,10,5
1537,UE1,-887.867,1031.49,10,5
1538,UE1,-1018.82,292.117,10,5
1539,UE1,-732.253,632.29,10,5
1540,UE1,-765.616,692.851,10,5
1541,UE1,-789.739,520.319,10,5
1542,UE1,-852.75,636.685,10,5
1543,UE1,-1638.62,785.552,10,5
1544,UE1,-960.982,887.604,10,5
1545,UE1,-979.803,409.468,10,5
1546,UE1,-1197.5,1110.38,10,5
1547,UE1,-793.945,890.007,10,5
1548,UE1,-1155.03,626.29,10,5
1549,UE1,-1027.69,531.286,10,5
1550,UE1,-1423.6,438.024,10,5
1551,UE1,-1445.39,504.754,10,5
1552,UE1,-1635.55,774.846,10,5
1553,UE1,-1106.8,1005.92,10,5
1554,UE1,-1244.67,557.797,10,5
1555,UE1,-1214.01,1166.9,10,5
1556,UE1,-1012.19,672.694,10,5
1557,UE1,-1588.86,474.116,10,5
1558,UE1,-1231.39,605.16,10,5
1559,UE1,-1477.81,393.279,10,5
1560,UE1,-1490.57,952.165,10,5
1561,UE1,-1600.78,825.595,10,5
1562,UE1,-845.156,774.334,10,5
1563,UE1,-1580.51,1004.65,10,5
1564,UE1,-1419.85,607.87,10,5
1565,UE1,-1047.38,940.13,10,5
1566,UE1,-967.19,382.254,10,5
1567,UE1,-1268.32,468.083,10,5
1568,UE1,-1680.95,723.866,10,5
1569,UE1,-1363.45,571.347,10,5
1570,UE1,-766.996,921.395,10,5
1571,UE1,-761.488,519.917,10,5
1572,UE1,-870,884.273,10,5
1573,UE1,-864.513,467.694,10,5
1574,UE1,-1489.05,517.636,10,5
1575,UE1,-1249.75,722.75,10,5
1576,UE1,-1088.8,768.364,10,5
1577,UE1,-1281.9,1927.22,10,5
1578,UE1,-1226.53,1587.97,10,5
1579,UE1,-1030.52,1304.61,10,5
1580,UE1,-1310.52,1483.19,10,5
1581,UE1,-869.699,1528.95,10,5
1582,UE1,-1204.9,1484.25,10,5
1583,UE1,-726.176,1532.99,10,5
1584,UE1,-929.644,1568.33,10,5
1585,UE1,-577.867,1326.31,10,5
1586,UE1,-798.399,1208.15,10,5
1587,UE1,-1381.55,1435.6,10,5
1588,UE1,-1385.9,1331.76,10,5
1589,UE1,-1286.21,1471.37,10,5
1590,UE1,-1175.33,1409.27,10,5
1591,UE1,-1131.81,1808.33,10,5
1592,UE1,-1068.82,1877.48,10,5
1593,UE1,-1435.08,1624.18,10,5
1594,UE1,-996.644,1261.45,10,5
1595,UE1,-955.511,1233.71,10,5
1596,UE1,-1506.18,1527.41,10,5
1597,UE1,-1488.46,1715.52,10,5
1598,UE1,-736.093,1366.79,10,5
1599,UE1,-1132.94,1537.74,10,5
1600,UE1,-1342.72,1427.2,10,5
1601,UE1,-737.671,1537.96,10,5
1602,UE1,-727.324,1299.78,10,5
1603,UE1,-842.064,1204.95,10,5
1604,UE1,-805.2,1660.72,10,5
1605,UE1,-1148.46,1083.44,10,5
1606,UE1,-1065.83,1491.02,10,5
1607,UE1,-762.684,1792.85,10,5
1608,UE1,-1327.29,1227.64,10,5
1609,UE1,-1281.31,1702.17,10,5
1610,UE1,-999.06,1274.67,10,5
1611,UE1,-1140.73,1241.11,10,5
1612,UE1,-881.843,1518.74,10,5
1613,UE1,-1074.54,1977.91,10,5
1614,UE1,-1426.69,1328.76,10,5
1615,UE1,-896.377,1498.13,10,5
1616,UE1,-949.841,1503.35,10,5
1617,UE1,-1534.12,1511.88,10,5
1618,UE1,-1294.98,1327.39,10,5
1619,UE1,-1424.88,1661.03,10,5
1620,UE1,-1103.77,1305.23,10,5
1621,UE1,-1185.98,1621.81,10,5
1622,UE1,-826.952,1763.4,10,5
1623,UE1,-779.058,1141.97,10,5
1624,UE1,-837.098,1605.11,10,5
1625,UE1,-815.645,1888.81,10,5
1626,UE1,-1459.55,1699.44,10,5
1627,UE1,-835.306,1746.46,10,5
1628,UE1,-736.496,1435.68,10,5
1629,UE1,-1379.45,1642.9,10,5
1630,UE1,-746.703,1624.92,10,5
1631,UE1,-1155.23,1370.48,10,5
1632,UE1,-1222.27,1503.66,10,5
1633,UE1,-917.961,1522.03,10,5
1634,UE1,-1384.32,1561.61,10,5
1635,UE1,-1030.89,1281.57,10,5
1636,UE1,-1187.89,1361.02,10,5
1637,UE1,-1227.1,1882.42,10,5
1638,UE1,-1175.65,1320.35,10,5
1639,UE1,-1471.58,1430.48,10,5
1640,UE1,-1398.11,1707.9,10,5
1641,UE1,-1423.64,1225.04,10,5
1642,UE1,-1459.89,1361.73,10,5
1643,UE1,-1134.7,1835.75,10,5
1644,UE1,-772.48,1806.27,10,5
1645,UE1,-836.978,1567.07,10,5
1646,UE1,-826.673,1836.04,10,5
1647,UE1,-1182.19,1863.26,10,5
1648,UE1,-937.325,1212.03,10,5
1649,UE1,-1102.59,1228.09,10,5
1650,UE1,-896.876,1173.37,10,5
1651,UE1,-1358.44,1601.25,10,5
1652,UE1,-1366.24,1186.57,10,5
1653,UE1,-963.948,1728.48,10,5
1654,UE1,-661.804,1312.85,10,5
1655,UE1,-756.045,1472.48,10,5
1656,UE1,-1365.22,1702.29,10,5
1657,UE1,-830.496,1921.14,10,5
1658,UE1,-1207.46,1786.61,10,5
1659,UE1,-1384.03,1544.54,10,5
1660,UE1,-897.668,1816.7,10,5
1661,UE1,-1189.28,1228.66,10,5
1662,UE1,-957.525,1970.16,10,5
1663,UE1,-959.472,1477.04,10,5
1664,UE1,-1231.97,1862.01,10,5
1665,UE1,-1116.23,1662.51,10,5
1666,UE1,-872.787,1881.13,10,5
1667,UE1,-1438.51,1264.08,10,5
1668,UE1,-1488.79,1454.55,10,5
1669,UE1,-746.239,1625.36,10,5
1670,UE1,-1173.3,1488.29,10,5
1671,UE1,-938.293,1023.71,10,5
1672,UE1,-1332.41,1084.71,10,5
1673,UE1,-755.276,1086.73,10,5
1674,UE1,-1304.25,1609.31,10,5
1675,UE1,-1414.53,1621.54,10,5
1676,UE1,-946.259,1351.46,10,5
1677,UE1,-287.022,1180.53,10,5
1678,UE1,-510.89,1278.76,10,5
1679,UE1,10.7684,1588.11,10,5
1680,UE1,-368.641,1133.74,10,5
1681,UE1,276.118,1216.08,10,5
1682,UE1,149.84,1649.7,10,5
1683,UE1,-55.8476,953.54,10,5
1684,UE1,-202.427,1726.53,10,5
1685,UE1,56.554,1283.99,10,5
1686,UE1,-293.456,1603.87,10,5
1687,UE1,-537.045,1472.04,10,5
1688,UE1,162.851,1272.8,10,5
1689,UE1,355.522,1276.02,10,5
1690,UE1,-161.629,1476.94,10,5
1691,UE1,28.5558,1086.29,10,5
1692,UE1,-393.944,1544.28,10,5
1693,UE1,374.956,1229.43,10,5
1694,UE1,-97.0573,1586.59,10,5
1695,UE1,233.335,1780.2,10,5
1696,UE1,-64.6942,1321.19,10,5
1697,UE1,-484.347,1178.42,10,5
1698,UE1,-367.668,1505,10,5
1699,UE1,66.1955,1016.66,10,5
1700,UE1,-60.3372,1018.54,10,5
1701,UE1,92.4712,1348.91,10,5
1702,UE1,236.504,1381.59,10,5
1703,UE1,384.856,1375.07,10,5
1704,UE1,-65.5357,947.872,10,5
1705,UE1,-85.0978,1223.61,10,5
1706,UE1,277.036,1342,10,5
1707,UE1,-201.432,1133.71,10,5
1708,UE1,311.152,1400.77,10,5
1709,UE1,-289.115,1572.91,10,5
1710,UE1,-143.341,1068.06,10,5
1711,UE1,133.749,1708.72,10,5
1712,UE1,-451.981,1212.21,10,5
1713,UE1,-165.529,1492.04,10,5
1714,UE1,112.968,1539.69,10,5
1715,UE1,93.5844,1006.13,10,5
1716,UE1,229.255,1131.28,10,5
1717,UE1,378.552,1397.25,10,5
1718,UE1,178.693,1846.79,10,5
1719,UE1,-109.238,951.284,10,5
1720,UE1,198.592,1221.39,10,5
1721,UE1,315.381,1667.48,10,5
1722,UE1,345.431,1531.6,10,5
1723,UE1,-91.0634,1509.21,10,5
1724,UE1,-411.773,1672.49,10,5
1725,UE1,-114.206,1601.19,10,5
1726,UE1,5.3521,1742.7,10,5
1727,UE1,-403.015,1120.82,10,5
1728,UE1,-45.2318,1486.62,10,5
1729,UE1,40.8907,1217.92,10,5
1730,UE1,-8.99105,1824.64,10,5
1731,UE1,55.3194,1505.31,10,5
1732,UE1,-184.719,1512.16,10,5
1733,UE1,273.76,1324.16,10,5
1734,UE1,321.374,1532.32,10,5
1735,UE1,-557.915,1522.9,10,5
1736,UE1,65.5913,1770.92,10,5
1737,UE1,-10.855,1204.79,10,5
1738,UE1,-144.447,1541.78,10,5
1739,UE1,-77.4083,1856.01,10,5
1740,UE1,-115.097,1067.77,10,5
1741,UE1,204.572,1038.06,10,5
1742,UE1,244.869,1324.81,10,5
1743,UE1,-100.085,1265.24,10,5
1744,UE1,-458.781,1449.19,10,5
1745,UE1,-327.603,1772.88,10,5
1746,UE1,-10.1072,1748.49,10,5
1747,UE1,64.1211,1068.83,10,5
1748,UE1,-520.23,1435.14,10,5
1749,UE1,117.216,1736.57,10,5
1750,UE1,-467.127,1524.21,10,5
1751,UE1,-480.108,1489.49,10,5
1752,UE1,25.8622,1668.12,10,5
1753,UE1,159.719,1166.12,10,5
1754,UE1,-175.27,1572.62,10,5
1755,UE1,-74.4892,1567.78,10,5
1756,UE1,-176.529,1310.75,10,5
1757,UE1,299.956,1475.68,10,5
1758,UE1,-481.579,1259.02,10,5
1759,UE1,-116.98,1316.27,10,5
1760,UE1,-130.927,1532.14,10,5
1761,UE1,-41.41,1066.15,10,5
1762,UE1,-460.441,1476.08,10,5
1763,UE1,232.46,1810.36,10,5
1764,UE1,-236.876,1654.61,10,5
1765,UE1,-529.618,1384.64,10,5
1766,UE1,361.715,1204.57,10,5
1767,UE1,-239.683,1476.74,10,5
1768,UE1,-113.36,1711.2,10,5
1769,UE1,-367.642,1162.94,10,5
1770,UE1,-511.945,1604.72,10,5
1771,UE1,-138.977,1297.95,10,5
1772,UE1,317.821,1303.62,10,5
1773,UE1,-243.87,1108.36,10,5
1774,UE1,-379.414,1511.13,10,5
1775,UE1,-479.565,1237.64,10,5
1776,UE1,-346.843,1552.22,10,5
1777,UE1,770.831,1071.62,10,5
1778,UE1,1141.84,1568.57,10,5
1779,UE1,482.993,1608.27,10,5
1780,UE1,854.705,990.829,10,5
1781,UE1,952.89,1129.44,10,5
1782,UE1,733.963,1654,10,5
1783,UE1,733.98,1877.84,10,5
1784,UE1,617.382,1561.88,10,5
1785,UE1,718.476,1301.85,10,5
1786,UE1,750.054,1217.89,10,5
1787,UE1,530.253,1519.91,10,5
1788,UE1,1140.44,1111.89,10,5
1789,UE1,627.643,1213.12,10,5
1790,UE1,802.84,1016.9,10,5
1791,UE1,554.417,1049.61,10,5
1792,UE1,916.871,1104.85,10,5
1793,UE1,1214.84,1557.18,10,5
1794,UE1,1063.42,1559.23,10,5
1795,UE1,362.224,1610.48,10,5
1796,UE1,962.086,1565.54,10,5
1797,UE1,735.742,1700.59,10,5
1798,UE1,427.625,1270.99,10,5
1799,UE1,490.718,1778.11,10,5
1800,UE1,770.151,1333.24,10,5
1801,UE1,1106.61,1308.05,10,5
1802,UE1,979.552,1619.5,10,5
1803,UE1,786.137,1304.17,10,5
1804,UE1,801.589,1711.39,10,5
1805,UE1,808.229,1888.17,10,5
1806,UE1,1240.93,1322.29,10,5
1807,UE1,510.887,1026.05,10,5
1808,UE1,625.033,1784.2,10,5
1809,UE1,672.765,1093.55,10,5
1810,UE1,862.089,1537.74,10,5
1811,UE1,760.498,1654.95,10,5
1812,UE1,495.686,1624.37,10,5
1813,UE1,546.754,960.326,10,5
1814,UE1,843.002,1416.04,10,5
1815,UE1,1057.88,1045.57,10,5
1816,UE1,1213.96,1490.82,10,5
1817,UE1,738.94,1592.59,10,5
1818,UE1,803.433,1499.18,10,5
1819,UE1,876.66,1704.88,10,5
1820,UE1,447.635,1454.23,10,5
1821,UE1,462.017,1514.07,10,5
1822,UE1,695.285,1519.01,10,5
1823,UE1,776.706,1790.47,10,5
1824,UE1,918.488,925.941,10,5
1825,UE1,1252.03,1489.66,10,5
1826,UE1,1017.76,1499.27,10,5
1827,UE1,786.296,1726.68,10,5
1828,UE1,961.773,950.447,10,5
1829,UE1,402.292,1674.64,10,5
1830,UE1,1006.71,1295.71,10,5
1831,UE1,540.077,953.986,10,5
1832,UE1,1201.53,1618.9,10,5
1833,UE1,936.683,1598.95,10,5
1834,UE1,1064.72,1389.23,10,5
1835,UE1,716.762,1052.11,10,5
1836,UE1,810.066,1191.27,10,5
1837,UE1,917.951,1302.93,10,5
1838,UE1,767.165,1591.44,10,5
1839,UE1,777.382,1275.43,10,5
1840,UE1,1115.6,1671.74,10,5
1841,UE1,980.931,1408.39,10,5
1842,UE1,994.524,1511.54,10,5
1843,UE1,449.686,1043.79,10,5
1844,UE1,809.305,1461.64,10,5
1845,UE1,788.482,1222.59,10,5
1846,UE1,705.882,1714.02,10,5
1847,UE1,1027.24,1547.46,10,5
1848,UE1,590.676,1548.25,10,5
1849,UE1,579.251,1146.55,10,5
1850,UE1,501.555,1252.88,10,5
1851,UE1,952.82,1153.22,10,5
1852,UE1,342.054,1304.69,10,5
1853,UE1,336.742,1472.28,10,5
1854,UE1,988.523,1289.65,10,5
1855,UE1,824.432,1304.17,10,5
1856,UE1,1230.48,1441.45,10,5
1857,UE1,804.723,1542.49,10,5
1858,UE1,1128.7,1680.56,10,5
1859,UE1,1037.42,1376.51,10,5
1860,UE1,1076.26,1078.68,10,5
1861,UE1,615.926,1510.07,10,5
1862,UE1,888.78,1717.34,10,5
1863,UE1,392.546,1353.46,10,5
1864,UE1,729.067,1195.41,10,5
1865,UE1,1035.35,1333.71,10,5
1866,UE1,325.209,1315.71,10,5
1867,UE1,698.52,1295.37,10,5
1868,UE1,628.13,1300.07,10,5
1869,UE1,969.387,1088.2,10,5
1870,UE1,545.169,1734.04,10,5
1871,UE1,492.969,1278.98,10,5
1872,UE1,339.779,1304.18,10,5
1873,UE1,385.81,1494.07,10,5
1874,UE1,532.725,1154.76,10,5
1875,UE1,1083.45,1224.95,10,5
1876,UE1,846.028,1661.93,10,5
1877,UE1,878.201,1191.19,10,5
1878,UE1,1263.86,325.775,10,5
1879,UE1,1146.93,424.871,10,5
1880,UE1,1354.59,596.093,10,5
1881,UE1,706.178,581.058,10,5
1882,UE1,1449.57,431.553,10,5
1883,UE1,800.676,896.939,10,5
1884,UE1,1039.79,1244.5,10,5
1885,UE1,1190.3,1175.38,10,5
1886,UE1,735.034,483.168,10,5
1887,UE1,1259.59,1084.05,10,5
1888,UE1,940.071,1023.13,10,5
1889,UE1,1375.86,342.907,10,5
1890,UE1,1199.81,368.685,10,5
1891,UE1,1345.59,1124.03,10,5
1892,UE1,1285.24,1052.88,10,5
1893,UE1,1023.59,272.149,10,5
1894,UE1,923.772,1061.69,10,5
1895,UE1,885.264,876.29,10,5
1896,UE1,1409.22,367.578,10,5
1897,UE1,1530.71,745.281,10,5
1898,UE1,1362.37,561.026,10,5
1899,UE1,1193.13,940.904,10,5
1900,UE1,861.8,959.552,10,5
1901,UE1,1496.06,453.933,10,5
1902,UE1,1115.9,893.011,10,5
1903,UE1,726.057,720.108,10,5
1904,UE1,811.907,832.846,10,5
1905,UE1,869.94,666.072,10,5
1906,UE1,1525.06,766.678,10,5
1907,UE1,1302.82,786.668,10,5
1908,UE1,1238.21,1168.08,10,5
1909,UE1,1346.27,1029.28,10,5
1910,UE1,1118.01,1129.67,10,5
1911,UE1,1128.59,602.71,10,5
1912,UE1,677.026,645.798,10,5
1913,UE1,1271.09,473.544,10,5
1914,UE1,1119.04,809.462,10,5
1915,UE1,799.353,522.589,10,5
1916,UE1,809.347,956.89,10,5
1917,UE1,750.437,567.949,10,5
1918,UE1,964.439,688.554,10,5
1919,UE1,1125.3,847.385,10,5
1920,UE1,681.8,883.81,10,5
1921,UE1,1031.96,1088.63,10,5
1922,UE1,826.511,782.501,10,5
1923,UE1,803.363,471.473,10,5
1924,UE1,1512.56,899.782,10,5
1925,UE1,1156.01,1024.56,10,5
1926,UE1,921.852,1223.13,10,5
1927,UE1,737.193,1039.82,10,5
1928,UE1,1128.43,519.27,10,5
1929,UE1,985.964,1235.64,10,5
1930,UE1,1124.23,1229.95,10,5
1931,UE1,722.713,623.51,10,5
1932,UE1,958.627,870.86,10,5
1933,UE1,991.727,1237.44,10,5
1934,UE1,1150.49,1106.44,10,5
1935,UE1,1514.66,764.092,10,5
1936,UE1,1077.55,1024.02,10,5
1937,UE1,1380.95,1089.2,10,5
1938,UE1,735.734,521.317,10,5
1939,UE1,733.43,916.973,10,5
1940,UE1,699.645,719.078,10,5
1941,UE1,1524.21,591.578,10,5
1942,UE1,929.474,525.236,10,5
1943,UE1,953.595,471.531,10,5
1944,UE1,653.394,559.699,10,5
1945,UE1,769.087,1060.3,10,5
1946,UE1,1398.46,375.5,10,5
1947,UE1,861.932,825.79,10,5
1948,UE1,1491.68,941.247,10,5
1949,UE1,1158.19,1024.99,10,5
1950,UE1,1120.53,991.357,10,5
1951,UE1,1453.18,712.536,10,5
1952,UE1,930.14,752.72,10,5
1953,UE1,1099.74,912.982,10,5
1954,UE1,1401.25,471.187,10,5
1955,UE1,1082.98,444.775,10,5
1956,UE1,879.414,1105.32,10,5
1957,UE1,1201.65,1245.13,10,5
1958,UE1,1571.63,805.986,10,5
1959,UE1,785.887,971.843,10,5
1960,UE1,1370.99,405.001,10,5
1961,UE1,775.612,1023.84,10,5
1962,UE1,1029.29,303.463,10,5
1963,UE1,1531.77,640.047,10,5
1964,UE1,925.235,646.725,10,5
1965,UE1,1481.64,1007.93,10,5
1966,UE1,996.46,841.201,10,5
1967,UE1,877.256,1175.27,10,5
1968,UE1,1241.48,1112.52,10,5
1969,UE1,1232.91,753.533,10,5
1970,UE1,1053.01,1183.82,10,5
1971,UE1,722.547,849.08,10,5
1972,UE1,746.003,966.326,10,5
1973,UE1,833.689,568.106,10,5
1974,UE1,1075.95,745.31,10,5
1975,UE1,1426.85,787.385,10,5
1976,UE1,1183.53,450.176,10,5
1977,UE2,-283.097,-197.188,10,5
1978,UE2,891.564,223.304,10,5
1979,UE2,-164.485,-727.017,10,5
1980,UE2,-515.23,-426.898,10,5
1981,UE2,-809.061,-543.285,10,5
1982,UE2,107.772,808.589,10,5
1983,UE2,340.897,1022.11,10,5
1984,UE2,1601.3,-41.6193,10,5
1985,UE2,1572.45,-715.712,10,5
1986,UE2,685.283,-1864.25,10,5
1987,UE2,-372.473,-1127.5,10,5
1988,UE2,-1192.28,-1279.34,10,5
1989,UE2,-1296.99,-480.428,10,5
1990,UE2,-1985,-133.237,10,5
1991,UE2,-1474.45,792.737,10,5
1992,UE2,-898.567,1446.87,10,5
1993,UE2,-217.721,1934.64,10,5
1994,UE2,504.28,1314.49,10,5
1995,UE2,1691.45,947.111,10,5
1996,UE3,-234.418,183.55,10,5
1997,UE3,796.077,227.152,10,5
1998,UE3,816.968,-934.801,10,5
1999,UE3,-133.024,-672.614,10,5
2000,UE3,-1056.86,-137.945,10,5
2001,UE3,-801.172,1095.29,10,5
2002,UE3,327.347,799.067,10,5
2003,UE3,1611.59,24.3447,10,5
2004,UE3,1099.97,-856.395,10,5
2005,UE3,827.809,-1230.19,10,5
2006,UE3,88.6407,-966.063,10,5
2007,UE3,-1181.13,-1491.65,10,5
2008,UE3,-1001.6,-716.869,10,5
2009,UE3,-1774.28,61.2447,10,5
2010,UE3,-1297.6,840.882,10,5
2011,UE3,-536.33,1651.33,10,5
2012,UE3,215.987,1264.3,10,5
2013,UE3,956.019,1198.09,10,5
2014,UE3,1206.37,932.589,10,5
2015,UE4,333.622,-168.062,10,5
2016,UE4,1165.97,1.54173,10,5
2017,UE4,358.177,-334.131,10,5
2018,UE4,-484.787,-270.769,10,5
2019,UE4,-981.954,368.347,10,5
2020,UE4,-520.735,577.975,10,5
2021,UE4,814.354,438.183,10,5
2022,UE4,1904.55,82.3004,10,5
2023,UE4,1113.4,-231.173,10,5
2024,UE4,780.801,-1959.3,10,5
2025,UE4,-155.874,-1154.4,10,5
2026,UE4,-398.772,-1311.24,10,5
2027,UE4,-1234.76,-621.047,10,5
2028,UE4,-1912.82,-99.0289,10,5
2029,UE4,-1030.9,637.269,10,5
2030,UE4,-571.172,1786.15,10,5
2031,UE4,248.083,1171.59,10,5
2032,UE4,1114.83,1301.01,10,5
2033,UE4,1016.38,1041.88,10,5
